"id"	"old_artnr"	"artnr"	"overartnr"	"artnavn"	"latin"	"english"	"dk"	"datsy"	"arttype"	"sortering"	"hbw"	"iucn"	"redlist"	"yellowlist"	"bilag_1"	"spec"	"KOORDINATORID"	"sv"	"pkt"	"ibaantal"	"shortcut1"	"shortcut2"	"fra"	"til"	"season"	"vis"
360	"01810"	"01810"	"01810"	"Segland"	"Mareca falcata"	"Falcated Duck"	"E"	0	"art"	1000	NA	"NT"	NA	NA	NA	NA	NA	NA	NA	NA	"SEGLAN"	"SEGLAN"	NA	NA	NA	0
361	"01820"	"01820"	"01820"	"Knarand"	"Mareca strepera"	"Gadwall"	"A"	0	"art"	1010	52866	"LC"	"LC"	NA	NA	"3"	NA	NA	"Y"	1200	"KNARAN"	"KNARAN"	NA	NA	NA	0
363	"01830"	"01830"	"01830"	"Sibirisk Krikand"	"Sibirionetta formosa"	"Baikal Teal"	"AU"	0	"art"	990	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"SIBKRI"	"SIBKRI"	NA	NA	NA	0
365	"01840"	"01840"	"01840"	"Krikand"	"Anas crecca"	"Eurasian Teal"	"A"	0	"art"	1140	52868	"LC"	"VU"	"AT"	NA	NA	NA	NA	"YV"	5000	"KRIKAN"	"KRIKAN"	NA	NA	NA	0
367	NA	"01844"	NA	"Krikand x Amerikansk Krikand (hybrid)"	"Anas crecca x A. carolinensis"	"Eurasian Teal x Green-winged Teal"	"H"	0	"hybrid"	1160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"H KRAM"	"H KRAM"	NA	NA	NA	0
368	"01843"	"01845"	"01845"	"Amerikansk Krikand"	"Anas carolinensis"	"Green-winged Teal"	"AS"	0	"art"	1170	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"AMEKRI"	"AMEKRI"	NA	NA	NA	0
371	"01860"	"01860"	"01860"	"Gråand"	"Anas platyrhynchos"	"Mallard"	"A"	0	"art"	1080	52875	"LC"	"LC"	"AT"	NA	NA	NA	NA	"YV"	53000	"GRÅAND"	"GRÅAND"	NA	NA	NA	0
372	NA	"01869"	NA	"Gråand x svømmeand sp. (hybrid)"	"Anas platyrhynchos x Mareca/Anas/Spatula sp."	"Mallard x Dabbling Duck sp."	"H"	0	"hybrid"	1110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"H GRSV"	"H GRSV"	NA	NA	NA	0
375	"01890"	"01890"	"01890"	"Spidsand"	"Anas acuta"	"Northern Pintail"	"A"	0	"art"	1120	52884	"LC"	"EN"	"AT"	NA	"3"	NA	NA	NA	600	"SPIDSA"	"SPIDSA"	NA	NA	NA	0
378	"01910"	"01910"	"01910"	"Atlingand"	"Spatula querquedula"	"Garganey"	"A"	0	"art"	910	52890	"LC"	"VU"	NA	NA	"3"	NA	NA	"Y"	13400	"ATLING"	"ATLING"	"4"	"9"	"V"	0
379	"01920"	"01920"	"01920"	"Blåvinget And"	"Spatula discors"	"Blue-winged Teal"	"AU"	0	"art"	970	NA	"LC"	"NA"	NA	NA	NA	NA	NA	NA	NA	"BLÅAND"	"BLÅAND"	NA	NA	NA	0
381	"01930"	"01930"	"01930"	"Kaneland"	"Spatula cyanoptera"	"Cinnamon Teal"	"E"	0	"art"	980	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"KANELA"	"KANELA"	NA	NA	NA	0
383	"01940"	"01940"	"01940"	"Skeand"	"Spatula clypeata"	"Northern Shoveler"	"A"	0	"art"	920	52896	"LC"	"VU"	NA	NA	NA	NA	NA	"Y"	650	"SKEAND"	"SKEAND"	NA	NA	NA	0
384	"01942"	"01949"	NA	"Svømmeand sp."	"Mareca/Anas/Spatula sp."	"Dabbling Duck sp."	"H"	0	"ubestemt"	960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S SVØM"	"S SVØM"	NA	NA	NA	0
385	"01950"	"01950"	"01950"	"Marmorand"	"Marmaronetta angustirostris"	"Marbled Duck"	"U"	0	"art"	740	NA	"VU"	NA	NA	NA	NA	NA	NA	NA	NA	"MARMOR"	"MARMOR"	NA	NA	NA	0
386	"01960"	"01960"	"01960"	"Rødhovedet And"	"Netta rufina"	"Red-crested Pochard"	"AS"	1	"art"	750	52899	"LC"	"CR"	NA	NA	"3"	0	NA	NA	550	"RØDAND"	"RØDAND"	NA	NA	NA	0
389	"01980"	"01980"	"01980"	"Taffeland"	"Aythya ferina"	"Common Pochard"	"A"	0	"art"	770	52903	"VU"	"VU"	NA	NA	"4"	NA	NA	"YV"	2000	"TAFFEL"	"TAFFEL"	NA	NA	NA	0
390	"02031"	"01989"	NA	"Taffeland x Troldand (hybrid)"	"Aythya ferina x A. fuligula"	"Common Pochard x Tufted Duck"	"H"	0	"hybrid"	780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"H TATR"	"H TATR"	NA	NA	NA	0
392	"02000"	"02000"	"02000"	"Halsbåndstroldand"	"Aythya collaris"	"Ring-necked Duck"	"AU"	0	"art"	810	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"HALSBÅ"	"HALSBÅ"	NA	NA	NA	0
393	NA	"02005"	NA	"Halsbåndstroldand x Troldand (hybrid)"	"Aythya collaris x A. fuligula"	"Ring-necked Duck x Tufted Duck"	"HU"	0	"hybrid"	820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"H HATR"	"H HATR"	NA	NA	NA	0
395	"02020"	"02020"	"02020"	"Hvidøjet And"	"Aythya nyroca"	"Ferruginous Duck"	"AU"	0	"art"	790	NA	"NT"	NA	NA	"X"	NA	NA	NA	NA	NA	"HVIAND"	"HVIAND"	NA	NA	NA	0
396	NA	"02029"	NA	"Hvidøjet And x Taffeland (hybrid)"	"Aythya nyroca x A. ferina"	"Ferruginous Duck x Common Pochard"	"HU"	0	"hybrid"	800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"H HVTA"	"H HVTA"	NA	NA	NA	0
397	"02030"	"02030"	"02030"	"Troldand"	"Aythya fuligula"	"Tufted Duck"	"A"	0	"art"	830	52910	"LC"	"NT"	"AT"	NA	NA	NA	NA	"YV"	8900	"TROLDA"	"TROLDA"	NA	NA	NA	0
398	NA	"02039"	NA	"Troldand x Bjergand (hybrid)"	"Aythya fuligula x A. marila"	"Tufted Duck x Greater Scaup"	"H"	0	"hybrid"	850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
399	"02040"	"02040"	"02040"	"Bjergand"	"Aythya marila"	"Greater Scaup"	"A"	0	"art"	860	52912	"LC"	"NA"	NA	NA	NA	NA	NA	NA	3100	"BJERGA"	"BJERGA"	"6"	"9"	"S"	0
400	"02050"	"02050"	"02050"	"Lille Bjergand"	"Aythya affinis"	"Lesser Scaup"	"AU"	0	"art"	870	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"LILBJE"	"LILBJE"	NA	NA	NA	0
401	NA	"02058"	NA	"Dykand hybrid"	"Aythya sp. x Aythya sp."	"Duck hybrid (Aythya)"	"H"	0	"hybrid"	890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"H DYKF"	"H DYKF"	NA	NA	NA	0
403	"02060"	"02060"	"02060"	"Ederfugl"	"Somateria mollissima"	"Common Eider"	"A"	0	"art"	470	52914	"NT"	"NT"	"AT"	NA	NA	NA	NA	"YV"	9800	"EDERFU"	"EDERFU"	NA	NA	NA	0
408	"02070"	"02070"	"02070"	"Kongeederfugl"	"Somateria spectabilis"	"King Eider"	"AS"	0	"art"	450	NA	"LC"	"NE"	NA	NA	NA	NA	NA	NA	NA	"KONGEE"	"KONGEE"	NA	NA	NA	0
410	"02090"	"02090"	"02090"	"Stellersand"	"Polysticta stelleri"	"Steller's Eider"	"AU"	0	"art"	490	NA	"VU"	"NA"	NA	"X"	NA	NA	NA	NA	NA	"STELLE"	"STELLE"	NA	NA	NA	0
414	"02120"	"02120"	"02120"	"Havlit"	"Clangula hyemalis"	"Long-tailed Duck"	"A"	0	"art"	440	NA	"VU"	NA	NA	NA	NA	NA	NA	NA	16000	"HAVLIT"	"HAVLIT"	"6"	"9"	"S"	0
415	"02130"	"02130"	"02130"	"Sortand"	"Melanitta nigra"	"Common Scoter"	"A"	0	"art"	540	NA	"LC"	NA	"AT"	NA	NA	NA	NA	NA	7500	"SORTAN"	"SORTAN"	NA	NA	NA	0
417	NA	"02132"	"02132"	"Amerikansk Sortand"	"Melanitta americana"	"Black Scoter"	"AU"	0	"art"	550	NA	"NT"	NA	NA	NA	NA	NA	NA	NA	NA	"R AMER"	"R AMER"	NA	NA	NA	0
418	"02140"	"02140"	"02140"	"Brilleand"	"Melanitta perspicillata"	"Surf Scoter"	"AS"	0	"art"	500	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"BRIAND"	"BRIAND"	NA	NA	NA	0
419	"02150"	"02150"	"02150"	"Fløjlsand"	"Melanitta fusca"	"Velvet Scoter"	"A"	0	"art"	510	NA	"VU"	NA	NA	NA	NA	NA	NA	NA	4000	"FLØJLS"	"FLØJLS"	NA	NA	NA	0
421	NA	"02152"	"02152"	"Asiatisk Fløjlsand"	"Melanitta stejnegeri"	"Stejneger's Scoter"	"AU"	0	"art"	520	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"R STEJ"	"R STEJ"	NA	NA	NA	0
422	"02160"	"02160"	"02160"	"Bøffeland"	"Bucephala albeola"	"Bufflehead"	"DU"	0	"art"	560	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"BØFFEL"	"BØFFEL"	NA	NA	NA	0
424	"02180"	"02180"	"02180"	"Hvinand"	"Bucephala clangula"	"Common Goldeneye"	"A"	1	"art"	570	52925	"LC"	"VU"	"AT"	NA	NA	0	NA	"YV"	11400	"HVINAN"	"HVINAN"	NA	NA	NA	0
426	"02190"	"02190"	"02190"	"Hjelmskallesluger"	"Lophodytes cucullatus"	"Hooded Merganser"	"DU"	0	"art"	600	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"HJELMS"	"HJELMS"	NA	NA	NA	0
427	"02200"	"02200"	"02200"	"Lille Skallesluger"	"Mergellus albellus"	"Smew"	"A"	0	"art"	590	52927	"LC"	NA	NA	"X"	NA	NA	NA	"V"	300	"LILSKA"	"LILSKA"	"5"	"10"	"S"	0
428	"02210"	"02210"	"02210"	"Toppet Skallesluger"	"Mergus serrator"	"Red-breasted Merganser"	"A"	0	"art"	620	NA	"LC"	"VU"	"AT"	NA	NA	NA	NA	"YV"	860	"TOPSKA"	"TOPSKA"	NA	NA	NA	0
431	"02230"	"02230"	"02230"	"Stor Skallesluger"	"Mergus merganser"	"Common Merganser"	"A"	1	"art"	610	52931	"LC"	"VU"	NA	NA	NA	0	NA	"V"	2100	"STOSKA"	"STOSKA"	NA	NA	NA	0
436	"02250"	"02250"	"02250"	"Amerikansk Skarveand"	"Oxyura jamaicensis"	"Ruddy Duck"	"CU"	0	"art"	10	NA	"LC"	"NA"	NA	NA	NA	NA	NA	NA	NA	"AMESKA"	"AMESKA"	NA	NA	NA	0
439	"02261"	"02268"	NA	"Dykand sp. (Mergini)"	"Mergini"	"Duck sp. (Mergini)"	"H"	0	"ubestemt"	650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S DYKA"	"S DYKA"	NA	NA	NA	0
440	"02262"	"02269"	NA	"Andefugl sp."	"Anatidae"	"Swan/Goose/Duck sp."	"H"	0	"ubestemt"	660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S SGA"	"S SGA"	NA	NA	NA	0
441	"02270"	"02270"	"02270"	"Kalkungrib"	"Cathartes aura"	"Turkey Vulture"	"E"	0	"art"	2390	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"KALKUN"	"KALKUN"	NA	NA	NA	0
445	"02310"	"02310"	"02310"	"Hvepsevåge"	"Pernis apivorus"	"European Honey Buzzard"	"A"	0	"art"	4100	52958	"LC"	"NT"	NA	"X"	"4"	NA	NA	"Y"	NA	"HVEPSE"	"HVEPSE"	"5"	"9"	"V"	0
452	"02350"	"02350"	"02350"	"Blå Glente"	"Elanus caeruleus"	"Black-winged Kite"	"AU"	0	"art"	4090	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"BLÅGLE"	"BLÅGLE"	NA	NA	NA	0
456	"02380"	"02380"	"02380"	"Sort Glente"	"Milvus migrans"	"Black Kite"	"AS"	0	"art"	4410	52978	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"SORGLE"	"SORGLE"	"4"	"9"	"V"	0
460	"02385"	"02388"	NA	"Sort Glente/Rød Glente"	"Milvus migrans/M. milvus"	"Black Kite/Red Kite"	"H"	0	"ubestemt"	4420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S GLEN"	"S GLEN"	NA	NA	NA	0
461	"02386"	"02389"	NA	"Sort Glente x Rød Glente (hybrid)"	"Milvus migrans x M. milvus"	"Black Kite x Red Kite"	"H"	0	"hybrid"	4430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"H SORØ"	"H SORØ"	NA	NA	NA	0
462	"02390"	"02390"	"02390"	"Rød Glente"	"Milvus milvus"	"Red Kite"	"A"	1	"art"	4400	52977	"LC"	"VU"	NA	"X"	"4"	0	NA	"Y"	NA	"RØDGLE"	"RØDGLE"	NA	NA	NA	0
469	"02430"	"02430"	"02430"	"Havørn"	"Haliaeetus albicilla"	"White-tailed Eagle"	"A"	1	"art"	4380	52986	"LC"	"NT"	NA	"X"	NA	0	NA	NA	NA	"HAVØRN"	"HAVØRN"	NA	NA	NA	0
472	"02460"	"02460"	"02460"	"Lammegrib"	"Gypaetus barbatus"	"Bearded Vulture"	"EU"	0	"art"	4110	NA	"NT"	NA	NA	"X"	NA	NA	NA	NA	NA	"LAMMEG"	"LAMMEG"	NA	NA	NA	0
473	"02470"	"02470"	"02470"	"Ådselgrib"	"Neophron percnopterus"	"Egyptian Vulture"	"AU"	0	"art"	4120	NA	"EN"	NA	NA	"X"	NA	NA	NA	NA	NA	"ÅDSELG"	"ÅDSELG"	NA	NA	NA	0
479	"02510"	"02510"	"02510"	"Gåsegrib"	"Gyps fulvus"	"Griffon Vulture"	"AU"	0	"art"	4150	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"GÅSEGR"	"GÅSEGR"	NA	NA	NA	0
484	"02550"	"02550"	"02550"	"Munkegrib"	"Aegypius monachus"	"Cinereous Vulture"	"U"	0	"art"	4160	NA	"NT"	NA	NA	"X"	NA	NA	NA	NA	NA	"MUNKEG"	"MUNKEG"	NA	NA	NA	0
485	"02560"	"02560"	"02560"	"Slangeørn"	"Circaetus gallicus"	"Short-toed Snake Eagle"	"AU"	0	"art"	4140	NA	"LC"	"RE"	NA	"X"	NA	NA	NA	NA	NA	"SLANGE"	"SLANGE"	NA	NA	NA	0
490	"02600"	"02600"	"02600"	"Rørhøg"	"Circus aeruginosus"	"Western Marsh Harrier"	"A"	0	"art"	4270	53021	"LC"	"LC"	NA	"X"	NA	NA	NA	"Y"	NA	"RØRHØG"	"RØRHØG"	"4"	"10"	"V"	0
493	"02610"	"02610"	"02610"	"Blå Kærhøg"	"Circus cyaneus"	"Hen Harrier"	"A"	1	"art"	4280	53029	"LC"	"NA"	NA	"X"	"3"	0	NA	"V"	NA	"BLÅKÆR"	"BLÅKÆR"	"6"	"7"	"S"	0
496	"02620"	"02620"	"02620"	"Steppehøg"	"Circus macrourus"	"Pallid Harrier"	"AS"	1	"art"	4290	53031	"NT"	NA	NA	"X"	NA	NA	NA	NA	NA	"STEHØG"	"STEHØG"	NA	NA	NA	0
497	"02625"	"02629"	NA	"Steppehøg/Hedehøg"	"Circus macrourus/C. pygargus"	"Pallid Harrier/Montagu's Harrier"	"H"	0	"ubestemt"	4310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S HEPP"	"S HEPP"	NA	NA	NA	0
498	"02630"	"02630"	"02630"	"Hedehøg"	"Circus pygargus"	"Montagu's Harrier"	"A"	1	"art"	4320	53033	"LC"	"EN"	NA	"X"	"4"	0	NA	NA	NA	"HEDEHØ"	"HEDEHØ"	"5"	"9"	"V"	0
500	"02641"	"02649"	NA	"Kærhøg sp."	"Circus sp."	"Harrier sp."	"H"	0	"ubestemt"	4330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S KÆRH"	"S KÆRH"	NA	NA	NA	0
504	"02670"	"02670"	"02670"	"Duehøg"	"Accipiter gentilis"	"Northern Goshawk"	"A"	2	"art"	4350	53089	"LC"	"VU"	NA	NA	NA	NA	NA	"YV"	NA	"DUEHØG"	"DUEHØG"	NA	NA	NA	0
506	"02671"	"02672"	"02670"	"Duehøg, Russisk (ssp. buteoides)"	"Accipiter gentilis buteoides"	"Northern Goshawk (ssp. buteoides)"	"AU"	0	"underart"	4360	NA	"LC"	"VU"	NA	NA	NA	NA	NA	NA	NA	"R BUTE"	"R BUTE"	NA	NA	NA	0
510	"02690"	"02690"	"02690"	"Spurvehøg"	"Accipiter nisus"	"Eurasian Sparrowhawk"	"A"	0	"art"	4340	53077	"LC"	"VU"	NA	NA	NA	NA	NA	"YV"	NA	"SPURVE"	"SPURVE"	NA	NA	NA	0
534	"02870"	"02870"	"02870"	"Musvåge"	"Buteo buteo"	"Common Buzzard"	"A"	0	"art"	4450	53137	"LC"	"LC"	NA	NA	NA	NA	NA	"YV"	NA	"MUSVÅG"	"MUSVÅG"	NA	NA	NA	0
536	"02872"	"02872"	"02870"	"Musvåge, Steppevåge (ssp. vulpinus)"	"Buteo buteo vulpinus"	"Common Buzzard (ssp. vulpinus)"	"AU"	0	"underart"	4460	NA	"LC"	"LC"	NA	NA	NA	NA	NA	NA	NA	"R VULP"	"R VULP"	NA	NA	NA	0
538	"02880"	"02880"	"02880"	"Ørnevåge"	"Buteo rufinus"	"Long-legged Buzzard"	"AU"	0	"art"	4470	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"ØRNEVÅ"	"ØRNEVÅ"	NA	NA	NA	0
542	"02900"	"02900"	"02900"	"Fjeldvåge"	"Buteo lagopus"	"Rough-legged Buzzard"	"A"	0	"art"	4440	53144	"LC"	NA	NA	NA	NA	NA	NA	"V"	NA	"FJELDV"	"FJELDV"	"7"	"8"	"S"	0
546	"02911"	"02919"	NA	"Våge sp."	"Buteo sp."	"Buzzard sp."	"H"	0	"ubestemt"	4480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S VÅGE"	"S VÅGE"	NA	NA	NA	0
547	"02920"	"02920"	"02920"	"Lille Skrigeørn"	"Clanga pomarina"	"Lesser Spotted Eagle"	"AS"	0	"art"	4180	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"LISKRI"	"LISKRI"	NA	NA	NA	0
548	"02931"	"02929"	NA	"Lille Skrigeørn/Stor Skrigeørn"	"Clanga pomarina/C. clanga"	"Lesser Spotted Eagle/Greater Spotted Eagle"	"H"	0	"ubestemt"	4200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S SKRI"	"S SKRI"	NA	NA	NA	0
549	"02930"	"02930"	"02930"	"Stor Skrigeørn"	"Clanga clanga"	"Greater Spotted Eagle"	"AU"	0	"art"	4190	NA	"VU"	NA	NA	"X"	NA	NA	NA	NA	NA	"STOSKR"	"STOSKR"	NA	NA	NA	0
553	"02942"	"02945"	"02945"	"Steppeørn"	"Aquila nipalensis"	"Steppe Eagle"	"AU"	0	"art"	4210	NA	"EN"	NA	NA	NA	NA	NA	NA	NA	NA	"STEØRN"	"STEØRN"	NA	NA	NA	0
556	"02950"	"02950"	"02950"	"Kejserørn"	"Aquila heliaca"	"Eastern Imperial Eagle"	"AU"	0	"art"	4220	NA	"VU"	NA	NA	"X"	NA	NA	NA	NA	NA	"KEJSER"	"KEJSER"	NA	NA	NA	0
559	"02960"	"02960"	"02960"	"Kongeørn"	"Aquila chrysaetos"	"Golden Eagle"	"AS"	3	"art"	4230	NA	"LC"	"CR"	NA	"X"	NA	0	NA	NA	NA	"KONGEØ"	"KONGEØ"	NA	NA	NA	0
562	"02965"	"02979"	NA	"Ørn sp."	"Aquila/Clanga/Haliaeetus/Hieraatus sp."	"Eagle sp."	"H"	0	"ubestemt"	4250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S ØRN"	"S ØRN"	NA	NA	NA	0
563	"02980"	"02980"	"02980"	"Dværgørn"	"Hieraaetus pennatus"	"Booted Eagle"	"AU"	0	"art"	4260	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"DVÆRGØ"	"DVÆRGØ"	NA	NA	NA	0
564	"02990"	"02990"	"02990"	"Høgeørn"	"Aquila fasciata"	"Bonelli's Eagle"	"AU"	0	"art"	4240	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"HØGEØR"	"HØGEØR"	NA	NA	NA	0
566	"03010"	"03010"	"03010"	"Fiskeørn"	"Pandion haliaetus"	"Western Osprey"	"A"	3	"art"	4080	52947	"LC"	"CR"	NA	"X"	"3"	0	NA	NA	NA	"FISKEØ"	"FISKEØ"	"4"	"10"	"V"	0
568	"03030"	"03030"	"03030"	"Lille Tårnfalk"	"Falco naumanni"	"Lesser Kestrel"	"AU"	0	"art"	4840	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"LILTÅR"	"LILTÅR"	NA	NA	NA	0
569	"03040"	"03040"	"03040"	"Tårnfalk"	"Falco tinnunculus"	"Common Kestrel"	"A"	0	"art"	4850	NA	"LC"	"LC"	NA	NA	"3"	NA	NA	"YV"	NA	"TÅRNFA"	"TÅRNFA"	NA	NA	NA	0
570	"03050"	"03050"	"03050"	"Amerikansk Tårnfalk"	"Falco sparverius"	"American Kestrel"	"BU"	0	"art"	4860	NA	"LC"	NA	NA	NA	NA	NA	NA	NA	NA	"AMETÅR"	"AMETÅR"	NA	NA	NA	0
572	"03070"	"03070"	"03070"	"Aftenfalk"	"Falco vespertinus"	"Red-footed Falcon"	"AS"	0	"art"	4870	53226	"NT"	NA	NA	"X"	NA	NA	NA	NA	NA	"AFTENF"	"AFTENF"	"5"	"9"	"V"	0
574	"03090"	"03090"	"03090"	"Dværgfalk"	"Falco columbarius"	"Merlin"	"A"	0	"art"	4890	NA	"LC"	NA	NA	"X"	NA	NA	NA	"V"	NA	"DVÆRGF"	"DVÆRGF"	"6"	"7"	"S"	0
580	"03100"	"03100"	"03100"	"Lærkefalk"	"Falco subbuteo"	"Eurasian Hobby"	"A"	1	"art"	4900	53234	"LC"	"CR"	NA	NA	NA	0	NA	NA	NA	"LÆRKEF"	"LÆRKEF"	"5"	"9"	"V"	0
581	"03105"	"03109"	NA	"Lærkefalk/Aftenfalk"	"Falco subbuteo/F. vespertinus"	"Eurasian Hobby/Red-footed Falcon"	"H"	0	"ubestemt"	4910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S LÆAF"	"S LÆAF"	NA	NA	NA	0
582	"03110"	"03110"	"03110"	"Eleonorafalk"	"Falco eleonorae"	"Eleonora's Falcon"	"AU"	0	"art"	4880	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"ELEONO"	"ELEONO"	NA	NA	NA	0
585	"03140"	"03140"	"03140"	"Lannerfalk"	"Falco biarmicus"	"Lanner Falcon"	"DU"	0	"art"	4920	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"LANNER"	"LANNER"	NA	NA	NA	0
591	"03160"	"03160"	"03160"	"Slagfalk"	"Falco cherrug"	"Saker Falcon"	"AU"	0	"art"	4930	NA	"EN"	NA	NA	"X"	NA	NA	NA	NA	NA	"SLAGFA"	"SLAGFA"	NA	NA	NA	0
596	"03180"	"03180"	"03180"	"Jagtfalk"	"Falco rusticolus"	"Gyrfalcon"	"AU"	0	"art"	4940	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"JAGTFA"	"JAGTFA"	NA	NA	NA	0
597	"03185"	"03189"	NA	"Storfalk sp."	"Falco sp."	"Large Falcon sp."	"H"	0	"ubestemt"	4970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S STFA"	"S STFA"	NA	NA	NA	0
599	"03200"	"03200"	"03200"	"Vandrefalk"	"Falco peregrinus"	"Peregrine Falcon"	"A"	1	"art"	4950	53247	"LC"	"VU"	NA	"X"	NA	0	NA	NA	NA	"VANDRE"	"VANDRE"	NA	NA	NA	0
606	"03211"	"03219"	NA	"Falk sp."	"Falco sp."	"Falcon sp."	"H"	0	"ubestemt"	4980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S FALK"	"S FALK"	NA	NA	NA	0
625	"03320"	"03320"	"03320"	"Urfugl"	"Lyrurus tetrix"	"Black Grouse"	"AU"	1	"art"	1290	NA	"LC"	"RE"	NA	"X"	"3"	NA	NA	NA	NA	"URFUGL"	"URFUGL"	NA	NA	NA	0
632	"03350"	"03350"	"03350"	"Tjur"	"Tetrao urogallus"	"Western Capercaillie"	"E"	0	"art"	1280	NA	"LC"	"NA"	NA	"X"	NA	NA	NA	NA	NA	"TJUR"	"TJUR"	NA	NA	NA	0
662	"03570"	"03570"	"03570"	"Stenhøne"	"Alectoris graeca"	"Rock Partridge"	"E"	0	"art"	1210	NA	"NT"	NA	NA	NA	NA	NA	NA	NA	NA	"STENHØ"	"STENHØ"	NA	NA	NA	1
664	"03580"	"03580"	"03580"	"Rødhøne"	"Alectoris rufa"	"Red-legged Partridge"	"E"	0	"art"	1230	NA	"LC"	"NA"	NA	NA	NA	NA	NA	NA	NA	"RØDHØN"	"RØDHØN"	NA	NA	NA	0
683	"03670"	"03670"	"03670"	"Agerhøne"	"Perdix perdix"	"Grey Partridge"	"A"	0	"art"	1300	NA	"LC"	"VU"	NA	NA	"3"	NA	NA	"YV"	NA	"AGERHØ"	"AGERHØ"	NA	NA	NA	0
690	"03700"	"03700"	"03700"	"Vagtel"	"Coturnix coturnix"	"Common Quail"	"A"	1	"art"	1200	53434	"LC"	"NT"	NA	NA	"3"	NA	NA	NA	NA	"VAGTEL"	"VAGTEL"	"5"	"9"	"V"	0
721	"03940"	"03940"	"03940"	"Fasan"	"Phasianus colchicus"	"Common Pheasant"	"C"	0	"art"	1260	NA	"LC"	"NA"	NA	NA	NA	NA	NA	"YV"	NA	"FASAN"	"FASAN"	NA	NA	NA	0
741	"04070"	"04070"	"04070"	"Vandrikse"	"Rallus aquaticus"	"Water Rail"	"A"	0	"art"	1670	NA	"LC"	"LC"	NA	NA	NA	NA	NA	"Y"	6400	"VANDRI"	"VANDRI"	NA	NA	NA	0
745	"04080"	"04080"	"04080"	"Plettet Rørvagtel"	"Porzana porzana"	"Spotted Crake"	"AS"	1	"art"	1690	NA	"LC"	"EN"	NA	"X"	"4"	0	NA	NA	6000	"PLERØR"	"PLERØR"	"5"	"9"	"V"	0
747	"04100"	"04100"	"04100"	"Lille Rørvagtel"	"Zapornia parva"	"Little Crake"	"AU"	0	"art"	1700	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"LIRØRV"	"LIRØRV"	NA	NA	NA	0
748	"04110"	"04110"	"04110"	"Dværgrørvagtel"	"Zapornia pusilla"	"Baillon's Crake"	"AU"	0	"art"	1710	NA	"LC"	NA	NA	"X"	NA	NA	NA	NA	NA	"DVÆRØR"	"DVÆRØR"	NA	NA	NA	0
756	"04161"	"04169"	NA	"Rørvagtel sp."	"Porzana/Zapornia sp."	"Crake sp."	"H"	0	"ubestemt"	1720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S RØRV"	"S RØRV"	NA	NA	NA	0
